region,lga,ward,subvillage,population_imputed_subvillage
Arusha,Longido,Longido,Madukani,421.875
Arusha,Longido,Longido,Mlimani,500.0
Arusha,Longido,Longido,Oldorko,616.6666666666666
Arusha,Longido,Longido,Oltinga,700.0
Arusha,Longido,Longido,Orbomba,500.0
Arusha,Longido,Longido,Osinyai,387.5
Arusha,Longido,Longido,Shuleni,472.75
Arusha,Longido,Matare,Alakirikir,737.5
Arusha,Longido,Matare,Emututoto,120.0
Arusha,Longido,Matare,Engutoto,1050.0
Arusha,Longido,Namanga,Ascarida,1000.0
Arusha,Longido,Namanga,Buguruni,318.6666666666667
Arusha,Longido,Namanga,Ewerendeke,370.0
Arusha,Longido,Namanga,Eworendeke,850.6666666666666
Arusha,Longido,Namanga,Kisongo,266.6666666666667
Arusha,Longido,Namanga,Lesoiti,400.0
Arusha,Longido,Namanga,Loloboni,500.0
Arusha,Longido,Namanga,Loloiboni,286.0
Arusha,Longido,Namanga,Matani,500.0
Arusha,Longido,Namanga,Matene,771.0
Arusha,Longido,Namanga,Matiani,818.5714285714286
Arusha,Longido,Namanga,Mtaawasaba,256.6666666666667
Arusha,Longido,Namanga,Ndepesi,165.0
Arusha,Longido,Namanga,Ndeves,150.0
Arusha,Longido,Namanga,Ndila,250.0
Arusha,Longido,Namanga,Ngepesi,150.0
Arusha,Longido,Namanga,Nyandila,200.0
Arusha,Longido,Namanga,Scarida,3950.0
Arusha,Longido,Olmolog,Elerai,400.0
Arusha,Longido,Olmolog,Elwahi,1018.3333333333334
Arusha,Longido,Olmolog,Erangau,280.0
Arusha,Longido,Olmolog,Imisigiyo,133.33333333333334
Arusha,Longido,Olmolog,Imurutot,433.3333333333333
Arusha,Longido,Olmolog,Katani,1500.0
Arusha,Longido,Olmolog,Kati,880.0
Arusha,Longido,Olmolog,Kijiweni,450.0
Arusha,Longido,Olmolog,Lepayoni,626.3333333333334
Arusha,Longido,Olmolog,Lepolosi,283.3333333333333
Arusha,Longido,Olmolog,Lerang'Wa,934.0
Arusha,Longido,Olmolog,Madukani,327.5
Arusha,Longido,Olmolog,Mkao,283.75
Arusha,Longido,Olmolog,Mkulima,1827.5
Arusha,Longido,Olmolog,Mlimani Park,483.3333333333333
Arusha,Longido,Olmolog,Mshaloni,173.33333333333334
Arusha,Longido,Olmolog,Nagilongos,300.0
Arusha,Longido,Olmolog,Rikokola,327.5
Arusha,Longido,Olmolog,Sangarini,650.0
Arusha,Longido,Tingatinga,Embong'Iti,475.0
Arusha,Longido,Tingatinga,Ildoinyio,337.5
Arusha,Longido,Tingatinga,Leremeta,775.0
Arusha,Longido,Tingatinga,Madukani,437.22222222222223
Arusha,Longido,Tingatinga,Nambamoja,290.0
Arusha,Longido,Tingatinga,Orro,300.0
Arusha,Meru,Akheri,Ifuriny,144.66666666666666
Arusha,Meru,Akheri,Makisoro,148.0
Arusha,Meru,Akheri,Manyile,95.0
Arusha,Meru,Akheri,Maring'A,117.5
Arusha,Meru,Akheri,Mavinuni,69.0
Arusha,Meru,Akheri,Muraiweni,123.33333333333333
Arusha,Meru,Akheri,Nguruma Kati,113.33333333333333
Arusha,Meru,Akheri,Nkomalai,324.0
Arusha,Meru,Akheri,Patandi,136.33333333333334
Arusha,Meru,Akheri,Patendi,350.0
Arusha,Meru,Akheri,Tengeru,411.0
Arusha,Meru,Kikatiti,Chemchem,205.5
Arusha,Meru,Kikatiti,Kambi Ya Mkaa,202.58333333333334
Arusha,Meru,Kikatiti,Kati,192.9
Arusha,Meru,Kikatiti,Mjini,260.7142857142857
Arusha,Meru,Kikatiti,Mlimani,203.1578947368421
Arusha,Meru,Kikatiti,Mlimini,250.0
Arusha,Meru,Kikatiti,Ndrumanga,137.5
Arusha,Meru,Kikatiti,Ndrumangeni,296.0
Arusha,Meru,Kikatiti,Ngosabaya,120.0
Arusha,Meru,Kikatiti,Nkwamangasha,190.0
Arusha,Meru,Kikatiti,Nkwasabaya,133.33333333333334
Arusha,Meru,Kikatiti,Okononoi,120.0
Arusha,Meru,Kikatiti,Olkononoi,129.46666666666667
Arusha,Meru,Kikatiti,Surumala,242.5
Arusha,Meru,Kikatiti,Surumali,130.0
Arusha,Meru,Kikatiti,Ulkononoi,153.0
Arusha,Meru,Kikatiti,Ulkusare,274.1923076923077
Arusha,Meru,Kikwe,Bondeni,165.0
Arusha,Meru,Kikwe,Daire,140.0
Arusha,Meru,Kikwe,Huduma,310.0
Arusha,Meru,Kikwe,Maziwa,323.3333333333333
Arusha,Meru,Kikwe,Miembeni,120.0
Arusha,Meru,Kikwe,Mtoni,270.0
Arusha,Meru,Kikwe,Njoro,320.0
Arusha,Meru,King'ori,Christmas,389.0
Arusha,Meru,King'ori,Hospital,165.25
Arusha,Meru,King'ori,Kolila,287.1666666666667
Arusha,Meru,King'ori,Kwa Kirenga,158.5
Arusha,Meru,King'ori,Kwa Masika,299.0
Arusha,Meru,King'ori,Kwa Philipo,128.75
Arusha,Meru,King'ori,Kwa Tulele,188.33333333333334
Arusha,Meru,King'ori,Madukani,220.0
Arusha,Meru,King'ori,Malula Mjini,356.6666666666667
Arusha,Meru,King'ori,Mangashini,280.0
Arusha,Meru,King'ori,Manyata,360.0
Arusha,Meru,King'ori,Manyati,130.0
Arusha,Meru,King'ori,Mareu Kati,254.0
Arusha,Meru,King'ori,Ndrumangeni,263.22222222222223
Arusha,Meru,King'ori,Ngejisosia Kati,165.4
Arusha,Meru,King'ori,Ntuwe,206.55555555555554
Arusha,Meru,King'ori,Rc,162.0
Arusha,Meru,King'ori,Relini,500.0
Arusha,Meru,King'ori,Urisho,154.5
Arusha,Meru,Leguruki,Bwawani,251.625
Arusha,Meru,Leguruki,Center,143.92857142857142
Arusha,Meru,Leguruki,Iting'Are,300.0
Arusha,Meru,Leguruki,Kaveshi,154.14285714285714
Arusha,Meru,Leguruki,Lolera,350.0
Arusha,Meru,Leguruki,Loseiya,151.33333333333334
Arusha,Meru,Leguruki,Maangalio,97.44444444444444
Arusha,Meru,Leguruki,Madukani,315.0
Arusha,Meru,Leguruki,Makivaru,120.0
Arusha,Meru,Leguruki,Makiwaru,316.0
Arusha,Meru,Leguruki,Mbaaseny,305.0
Arusha,Meru,Leguruki,Mlombeni,120.0
Arusha,Meru,Leguruki,Noseiya,159.5
Arusha,Meru,Leguruki,Senato,87.0
Arusha,Meru,Leguruki,Seneto,104.83333333333333
Arusha,Meru,Leguruki,Shishitony,130.0
Arusha,Meru,Leguruki,Sinai,248.0
Arusha,Meru,Leguruki,Skuta,173.33333333333334
Arusha,Meru,Leguruki,Songambele,279.6666666666667
Arusha,Meru,Maji ya Chai,Arauyo,185.9047619047619
Arusha,Meru,Maji ya Chai,Arudeko,144.36363636363637
Arusha,Meru,Maji ya Chai,Bondeni,192.875
Arusha,Meru,Maji ya Chai,Chemchem,89.0
Arusha,Meru,Maji ya Chai,K/Center,198.57142857142858
Arusha,Meru,Maji ya Chai,Kanisani,102.625
Arusha,Meru,Maji ya Chai,Kati,298.57142857142856
Arusha,Meru,Maji ya Chai,Kimandafu,223.33333333333334
Arusha,Meru,Maji ya Chai,Kiwawa,120.0
Arusha,Meru,Maji ya Chai,Lerai,125.0
Arusha,Meru,Maji ya Chai,Lerai Kati,1310.0
Arusha,Meru,Maji ya Chai,Maji Ya Chai,120.0
Arusha,Meru,Maji ya Chai,Maji Ya Chai Kati,177.33333333333334
Arusha,Meru,Maji ya Chai,Mamuna,139.66666666666666
Arusha,Meru,Maji ya Chai,Masale,135.0
Arusha,Meru,Maji ya Chai,Mburyashi,113.33333333333333
Arusha,Meru,Maji ya Chai,Msamanene,120.0
Arusha,Meru,Maji ya Chai,Msamaneni,140.0
Arusha,Meru,Maji ya Chai,Mseseweni,120.0
Arusha,Meru,Maji ya Chai,Mtoni,67.75
Arusha,Meru,Maji ya Chai,Napoko,108.85714285714286
Arusha,Meru,Maji ya Chai,Napopo,120.0
Arusha,Meru,Maji ya Chai,Ngorika,500.0
Arusha,Meru,Maji ya Chai,Nguryashi,120.0
Arusha,Meru,Maji ya Chai,Nguuni,150.0
Arusha,Meru,Maji ya Chai,Shuleni,144.41176470588235
Arusha,Meru,Maji ya Chai,Sokoni,123.23076923076923
Arusha,Meru,Maji ya Chai,Tanesco,296.9230769230769
Arusha,Meru,Maji ya Chai,Tangini,96.88888888888889
Arusha,Meru,Makiba,Huduma,350.0
Arusha,Meru,Makiba,Korona,300.0
Arusha,Meru,Makiba,Mabatini,400.0
Arusha,Meru,Makiba,Songambele,300.0
Arusha,Meru,Maroroni,Bondeni,248.0
Arusha,Meru,Maroroni,Kati,462.8
Arusha,Meru,Maroroni,Kilima Moja,156.0
Arusha,Meru,Maroroni,Nazareti,257.25
Arusha,Meru,Maroroni,Tanesco,390.0
Arusha,Meru,Maroroni,Zaire,283.3333333333333
Arusha,Meru,Mbuguni,Chini,150.0
Arusha,Meru,Mbuguni,Dipu,500.0
Arusha,Meru,Mbuguni,Huduma,120.0
Arusha,Meru,Mbuguni,Kambi Ya Tanga Juu,130.0
Arusha,Meru,Mbuguni,Kanisani,120.0
Arusha,Meru,Mbuguni,Kati,373.3333333333333
Arusha,Meru,Mbuguni,Kazamoyo,350.0
Arusha,Meru,Mbuguni,Komoro,140.0
Arusha,Meru,Mbuguni,Madukani,220.0
Arusha,Meru,Mbuguni,Mtoni,350.0
Arusha,Meru,Mbuguni,Shambarai Kati,453.3333333333333
Arusha,Meru,Mbuguni,Shuleni,355.0
Arusha,Meru,Ngarenanyuki,Ilkirumuni,209.0909090909091
Arusha,Meru,Ngarenanyuki,Iyani,195.3846153846154
Arusha,Meru,Ngarenanyuki,Jangwale,153.0
Arusha,Meru,Ngarenanyuki,Karafia,114.5
Arusha,Meru,Ngarenanyuki,Kimosonu,188.64705882352942
Arusha,Meru,Ngarenanyuki,Kireeni,241.85714285714286
Arusha,Meru,Ngarenanyuki,Kwalock,326.57142857142856
Arusha,Meru,Ngarenanyuki,Kyamakata,116.5
Arusha,Meru,Ngarenanyuki,Lendoiya,242.14285714285714
Arusha,Meru,Ngarenanyuki,Lengare,152.28571428571428
Arusha,Meru,Ngarenanyuki,Luwai,282.5
Arusha,Meru,Ngarenanyuki,Madukani,253.33333333333334
Arusha,Meru,Ngarenanyuki,Mkuru,148.27272727272728
Arusha,Meru,Ngarenanyuki,Momela,258.61538461538464
Arusha,Meru,Ngarenanyuki,Mwakeni,120.0
Arusha,Meru,Ngarenanyuki,Nkuuny,182.6
Arusha,Meru,Ngarenanyuki,Oldeves,96.33333333333333
Arusha,Meru,Ngarenanyuki,Olkung'Wado,273.22222222222223
Arusha,Meru,Ngarenanyuki,Olkungw'Ado,214.0
Arusha,Meru,Ngarenanyuki,Tanki,200.0
Arusha,Meru,Ngarenanyuki,Tenki,229.8
Arusha,Meru,Ngarenanyuki,Uzunguni,162.36363636363637
Arusha,Meru,Ngarenanyuki,Zahanati,250.0
Arusha,Meru,Nkoanrua,Ambureni,245.75
Arusha,Meru,Nkoanrua,Moivaro,164.89285714285714
Arusha,Meru,Nkoanrua,Nnkoavele,150.0
Arusha,Meru,Nkoaranga,Huduma,177.0
Arusha,Meru,Nkoaranga,Kirima,98.0
Arusha,Meru,Nkoaranga,Nkoakirua,128.45454545454547
Arusha,Meru,Nkoaranga,Nkoanekoli,191.25
Arusha,Meru,Nkoaranga,Nkoangiroyi,75.33333333333333
Arusha,Meru,Nkoaranga,Nkure,83.0
Arusha,Meru,Nkoaranga,Nkwasakiri,86.0
Arusha,Meru,Nkoaranga,Teena,94.33333333333333
Arusha,Meru,Nkoaranga,Uzunguni,316.6666666666667
Arusha,Meru,Nkoarisambu,Damu,123.0
Arusha,Meru,Nkoarisambu,Kimundo,192.66666666666666
Arusha,Meru,Nkoarisambu,Mfulony,355.0
Arusha,Meru,Nkoarisambu,Ndoombo Kati,133.0
Arusha,Meru,Nkoarisambu,Ndoombo Mlimani,128.0
Arusha,Meru,Nkoarisambu,Shimbumbu,118.0
Arusha,Meru,Poli,Kalalanic,140.0
Arusha,Meru,Poli,Kereshu,105.0
Arusha,Meru,Poli,Kilalanic,221.42857142857142
Arusha,Meru,Poli,Mula,130.0
Arusha,Meru,Poli,Njoro,286.5
Arusha,Meru,Poli,Nkura,126.0
Arusha,Meru,Poli,Ntuwe,300.0
Arusha,Meru,Poli,Poli Kati,120.0
Arusha,Meru,Poli,Rumale,105.0
Arusha,Meru,Singisi,Kyaraa,146.0
Arusha,Meru,Singisi,Maring'A,216.66666666666666
Arusha,Meru,Singisi,Mavinuni,232.66666666666666
Arusha,Meru,Singisi,Seela Kati,362.0
Arusha,Meru,Singisi,Stoni,203.33333333333334
Arusha,Meru,Songoro,Bondeni,153.0
Arusha,Meru,Songoro,Kimandolu,142.0
Arusha,Meru,Songoro,Kisiwani,120.0
Arusha,Meru,Songoro,Kombo,350.0
Arusha,Meru,Songoro,Kyuta,195.14285714285714
Arusha,Meru,Songoro,Manguva,209.0
Arusha,Meru,Songoro,Manguwa,120.0
Arusha,Meru,Songoro,Mbolele,150.0
Arusha,Meru,Songoro,Metto,104.0
Arusha,Meru,Songoro,Mwaseny,120.0
Arusha,Meru,Songoro,Nkoanasari,89.0
Arusha,Meru,Songoro,Nkoatila,75.0
Arusha,Meru,Songoro,Nkoatilya,262.0
Arusha,Meru,Songoro,Nkuanasari,178.33333333333334
Arusha,Meru,Songoro,Nkuaroiya,120.0
Arusha,Meru,Songoro,Nkuasakuya,250.0
Arusha,Meru,Songoro,Nkuatilya,83.0
Arusha,Meru,Songoro,Nkwerari,174.0
Arusha,Meru,Songoro,Nshing'A,253.0
Arusha,Meru,Songoro,Orwatela,98.0
Arusha,Meru,Songoro,Shara,156.0
Arusha,Meru,Songoro,Ushili,90.0
Arusha,Meru,USA River,Chemchem,150.0
Arusha,Meru,USA River,Kisambare,316.6666666666667
Arusha,Meru,USA River,Leganga,378.8888888888889
Arusha,Meru,USA River,Magadini,112.0
Arusha,Meru,USA River,Magadirisho,226.11111111111111
Arusha,Meru,USA River,Ngarasero,355.75
Arusha,Meru,USA River,Siyoni,144.2
Arusha,Monduli,Engaruka,Hyhh,1.0
Arusha,Monduli,Engaruka,Madukani,1.0
Arusha,Monduli,Engaruka,Mkaoo,1.0
Arusha,Monduli,Engaruka,Mula,1.0
Arusha,Monduli,Engaruka,Mwembeni,1.0
Arusha,Monduli,Engutoto,Lengeni,1.0
Arusha,Monduli,Engutoto,Lengine,1.0
Arusha,Monduli,Engutoto,Lesala,1.0
Arusha,Monduli,Engutoto,Lositeti,1.0
Arusha,Monduli,Engutoto,Orkaria,1.0
Arusha,Monduli,Esilalei,Baraka,1.0
Arusha,Monduli,Esilalei,Chemchem,1.0
Arusha,Monduli,Esilalei,Esmiti,1.0
Arusha,Monduli,Esilalei,Jangwani,1.0
Arusha,Monduli,Esilalei,Kambi Ya Mkaa,1.0
Arusha,Monduli,Esilalei,Kigongoni,1.0
Arusha,Monduli,Esilalei,Kirurumo,1.0
Arusha,Monduli,Esilalei,Kisutu,1.0
Arusha,Monduli,Esilalei,Korea,1.0
Arusha,Monduli,Esilalei,Latimi,1.0
Arusha,Monduli,Esilalei,Losirwa,1.0
Arusha,Monduli,Esilalei,Magomeni,1.0
Arusha,Monduli,Esilalei,Majengo A,1.0
Arusha,Monduli,Esilalei,Majengo B,1.0
Arusha,Monduli,Esilalei,Majengo C,1.0
Arusha,Monduli,Esilalei,Majengo D,1.0
Arusha,Monduli,Esilalei,Migombani Chini,1.0
Arusha,Monduli,Esilalei,Migombani Juu,1.0
Arusha,Monduli,Esilalei,Migombani Kati,1.0
Arusha,Monduli,Esilalei,Migungani A,1.0
Arusha,Monduli,Esilalei,Mlimani Park,1.0
Arusha,Monduli,Esilalei,Mungere,1.0
Arusha,Monduli,Esilalei,Oltukay,1.0
Arusha,Monduli,Esilalei,Shuleni,1.0
Arusha,Monduli,Lolkisale,Chemchem,1.0
Arusha,Monduli,Lolkisale,Irkisale,1.0
Arusha,Monduli,Lolkisale,Lolkisale A,1.0
Arusha,Monduli,Lolkisale,Lolkisale B,1.0
Arusha,Monduli,Lolkisale,Olorisyo,1.0
Arusha,Monduli,Lolkisale,Shuleni,1.0
Arusha,Monduli,Makuyuni,Engasiti,1.0
Arusha,Monduli,Makuyuni,Kanisani,1.0
Arusha,Monduli,Makuyuni,Lemioni,1.0
Arusha,Monduli,Makuyuni,Makuyuni,1.0
Arusha,Monduli,Makuyuni,Mswakini Kati,1.0
Arusha,Monduli,Makuyuni,Naiti,1.0
Arusha,Monduli,Makuyuni,Njaro,1.0
Arusha,Monduli,Makuyuni,Orbukoi,1.0
Arusha,Monduli,Makuyuni,Ormang'Wai,1.0
Arusha,Monduli,Makuyuni,Randiren,1.0
Arusha,Monduli,Makuyuni,Shimamo,1.0
Arusha,Monduli,Makuyuni,Shuleni,1.0
Arusha,Monduli,Makuyuni,Zaburi,1.0
Arusha,Monduli,Moita,Kitosokoine,1.0
Arusha,Monduli,Moita,Orkolili,1.0
Arusha,Monduli,Moita,Orpuruwa,1.0
Arusha,Monduli,Monduli Juu,Alasai,1.0
Arusha,Monduli,Monduli Juu,Emurua,1.0
Arusha,Monduli,Monduli Juu,Imbopong,1.0
Arusha,Monduli,Monduli Juu,Larmaroro,1.0
Arusha,Monduli,Monduli Juu,Nengloriti,1.0
Arusha,Monduli,Monduli Juu,Puslukunya,1.0
Arusha,Monduli,Selela,Bomba,1.0
Arusha,Monduli,Selela,Orkolkolu,1.0
Arusha,Monduli,Selela,Shuleni,1.0
Arusha,Monduli,Sepeko,Arkaria,1.0
Arusha,Monduli,Sepeko,Duka Bovu,1.0
Arusha,Monduli,Sepeko,Dukambili,1.0
Arusha,Monduli,Sepeko,Emogoro,1.0
Arusha,Monduli,Sepeko,Emugurunanyoki,1.0
Arusha,Monduli,Sepeko,Engigiri,1.0
Arusha,Monduli,Sepeko,Engloriti,1.0
Arusha,Monduli,Sepeko,Losingirani,1.0
Arusha,Monduli,Sepeko,Mguu Wa Zuberi,1.0
Arusha,Monduli,Sepeko,Mousuyani,1.0
Arusha,Monduli,Sepeko,Mti Mmoja,1.0
Arusha,Monduli,Sepeko,Musa,1.0
Arusha,Monduli,Sepeko,Nadoosoito,1.0
Arusha,Monduli,Sepeko,Nanja,1.0
Arusha,Monduli,Sepeko,Nardoosoito,1.0
Arusha,Monduli,Sepeko,Ngokumeni,1.0
Arusha,Monduli,Sepeko,Nosikito,1.0
Arusha,Monduli,Sepeko,Sepeko,1.0
Arusha,Ngorongoro,Arash,Arashi,292.6666666666667
Arusha,Ngorongoro,Arash,Emarti,154.0
Arusha,Ngorongoro,Arash,Maloon,179.0
Arusha,Ngorongoro,Arash,Marti,153.0
Arusha,Ngorongoro,Arash,Mbukeni,107.2
Arusha,Ngorongoro,Digodigo,Ahara,135.0
Arusha,Ngorongoro,Digodigo,Digodigo Mjini,301.6666666666667
Arusha,Ngorongoro,Digodigo,Kijijini,360.0
Arusha,Ngorongoro,Digodigo,Kirangi,344.0
Arusha,Ngorongoro,Digodigo,Mgholo,302.0
Arusha,Ngorongoro,Digodigo,Mijuti,190.0
Arusha,Ngorongoro,Digodigo,Samunge,56.0
Arusha,Ngorongoro,Digodigo,Sasanwe,358.0
Arusha,Ngorongoro,Endulen,Embaruway,208.57142857142858
Arusha,Ngorongoro,Endulen,Indiani,150.0
Arusha,Ngorongoro,Endulen,Madukani,270.1111111111111
Arusha,Ngorongoro,Endulen,Mushorijogu,150.0
Arusha,Ngorongoro,Endulen,Mushrijog,320.0
Arusha,Ngorongoro,Endulen,Olmot,235.5
Arusha,Ngorongoro,Endulen,Olpiro Kati,323.3333333333333
Arusha,Ngorongoro,Kakesio,Geriani,110.0
Arusha,Ngorongoro,Kakesio,Madukani,180.0
Arusha,Ngorongoro,Kakesio,Osinoni,140.0
Arusha,Ngorongoro,Malambo,Kiseli,89.0
Arusha,Ngorongoro,Malambo,Madukani,281.0625
Arusha,Ngorongoro,Malambo,Manang,233.0
Arusha,Ngorongoro,Nainokanoka,Aleilelai,1.0
Arusha,Ngorongoro,Nainokanoka,Bulati,145.5
Arusha,Ngorongoro,Nainokanoka,Endonyowas,160.0
Arusha,Ngorongoro,Nainokanoka,Ikreepus,210.0
Arusha,Ngorongoro,Nainokanoka,Irkeepus,180.0
Arusha,Ngorongoro,Nainokanoka,Munge,257.85714285714283
Arusha,Ngorongoro,Nainokanoka,Nakro,1.0
Arusha,Ngorongoro,Nainokanoka,Oiganomelo,1.0
Arusha,Ngorongoro,Nainokanoka,Oikanemelo,1.0
Arusha,Ngorongoro,Nainokanoka,Sendui,1.0
Arusha,Ngorongoro,Naiyobi,Engomei,810.0
Arusha,Ngorongoro,Naiyobi,Masihi,520.0
Arusha,Ngorongoro,Ngorongoro,Ilimuri,350.0
Arusha,Ngorongoro,Ngorongoro,Ingutoto,200.0
Arusha,Ngorongoro,Ngorongoro,Kaepu,250.0
Arusha,Ngorongoro,Ngorongoro,Madukani,100.0
Arusha,Ngorongoro,Ngorongoro,Malanja,175.0
Arusha,Ngorongoro,Ngorongoro,Misigyo,165.0
Arusha,Ngorongoro,Ngorongoro,Moklani,180.0
Arusha,Ngorongoro,Ngorongoro,Sumbati,200.0
Arusha,Ngorongoro,Olbalbal,Enguruman,150.0
Arusha,Ngorongoro,Olbalbal,Loomunyi,350.0
Arusha,Ngorongoro,Olbalbal,Meshili,286.0
Arusha,Ngorongoro,Olbalbal,Ngoile,446.6666666666667
Arusha,Ngorongoro,Olbalbal,Oonjorai,320.0
Arusha,Ngorongoro,Olbalbal,Oonjurai,750.0
Arusha,Ngorongoro,Oldonyo Sambu,Jema,396.8
Arusha,Ngorongoro,Olgosorok,Bwawani,355.0
Arusha,Ngorongoro,Olgosorok,Enguserosambu,184.5
Arusha,Ngorongoro,Olgosorok,Kaskazini,1.0
Arusha,Ngorongoro,Olgosorok,Loliondo,406.6666666666667
Arusha,Ngorongoro,Olgosorok,Magharibi,70.5
Arusha,Ngorongoro,Olgosorok,Mbasha,240.0
Arusha,Ngorongoro,Olgosorok,Mishiri,200.0
Arusha,Ngorongoro,Olgosorok,Ngwarwa,156.0
Arusha,Ngorongoro,Olgosorok,Oldonyowas,315.0
Arusha,Ngorongoro,Olgosorok,Wasso,148.0
Arusha,Ngorongoro,Pinyinyi,Engarasero,225.0
Arusha,Ngorongoro,Pinyinyi,Engaresero,150.0
Arusha,Ngorongoro,Pinyinyi,Moniki,269.2
Arusha,Ngorongoro,Pinyinyi,Pinyinyi,245.0
Arusha,Ngorongoro,Sale,Jamusi,145.0
Arusha,Ngorongoro,Sale,Jamusi Ng'Ambo,350.0
Arusha,Ngorongoro,Sale,Kirashi,260.0
Arusha,Ngorongoro,Sale,Marongoroni,310.0
Arusha,Ngorongoro,Sale,Sale,119.0
Arusha,Ngorongoro,Soit Sambu,Kanisani,58.0
Arusha,Ngorongoro,Soit Sambu,Loshuwash,175.0
Arusha,Ngorongoro,Soit Sambu,Losuwashi,168.0
Arusha,Ngorongoro,Soit Sambu,Mairowa,302.0
Arusha,Ngorongoro,Soit Sambu,Mairowa B,177.5
Arusha,Ngorongoro,Soit Sambu,Mondoros,125.0
Arusha,Ngorongoro,Soit Sambu,Naidikidiko,225.0
Arusha,Ngorongoro,Soit Sambu,Naidikodiko,125.0
Arusha,Ngorongoro,Soit Sambu,Ngosusu,385.0
Arusha,Ngorongoro,Soit Sambu,Njoroi,225.0
Arusha,Ngorongoro,Soit Sambu,Oloipiri,335.0
Arusha,Ngorongoro,Soit Sambu,Ololosokwan,200.0
Arusha,Ngorongoro,Soit Sambu,Sero,210.0
Arusha,Ngorongoro,Soit Sambu,Soitsambu,105.0
Arusha,Ngorongoro,Soit Sambu,Sukenya,219.66666666666666
Dar es Salaam,Ilala,Chanika,Mtaa Wa Kigezi,136.9
Dar es Salaam,Ilala,Chanika,Mtaa Wa Kimwani,178.5
Dar es Salaam,Ilala,Chanika,Mtaa Wa Lubakaya,258.3333333333333
Dar es Salaam,Ilala,Chanika,Mtaa Wa Lukooni,275.0
Dar es Salaam,Ilala,Chanika,Mtaa Wa Mgeule,101.66666666666667
Dar es Salaam,Ilala,Chanika,Mtaa Wa Nyeburu,93.94444444444444
Dar es Salaam,Ilala,Chanika,Mtaa Wa Nzasa,500.0
Dar es Salaam,Ilala,Chanika,Mtaa Wa Tungini,310.15384615384613
Dar es Salaam,Ilala,Chanika,Mtaa Wa Vikongolo,150.0
Dar es Salaam,Ilala,Chanika,Mtaa Wa Vikongoro,231.9787234042553
Dar es Salaam,Ilala,Chanika,Mtaa Wa Yongwe,230.06666666666666
Dar es Salaam,Ilala,Chanika,Mtaa Wa Zavala,273.625
Dar es Salaam,Ilala,Chanika,Mtaa Wa Zingiziwa,153.5
Dar es Salaam,Ilala,Kinyerezi,Mtaa Wa Bonyokwa,110.25
Dar es Salaam,Ilala,Kinyerezi,Mtaa Wa Kifuru,250.0
Dar es Salaam,Ilala,Kinyerezi,Mtaa Wa Kinyerezi,287.27272727272725
Dar es Salaam,Ilala,Kitunda,Mtaa Wa Kichangani,127.5
Dar es Salaam,Ilala,Kitunda,Mtaa Wa Kipunguni B,224.6
Dar es Salaam,Ilala,Kitunda,Mtaa Wa Kitunda Kati,184.82142857142858
Dar es Salaam,Ilala,Kitunda,Mtaa Wa Kivule,163.125
Dar es Salaam,Ilala,Kitunda,Mtaa Wa Mji Mpya,160.1
Dar es Salaam,Ilala,Kitunda,Mtaa Wa Mzinga,189.69230769230768
Dar es Salaam,Ilala,Msongola,Mbondole,400.5
Dar es Salaam,Ilala,Msongola,Mtaa Wa Kitonga,283.3333333333333
Dar es Salaam,Ilala,Msongola,Mtaa Wa Kivule,158.88
Dar es Salaam,Ilala,Msongola,Mtaa Wa Mbondole,100.8
Dar es Salaam,Ilala,Msongola,Mtaa Wa Mvuleni,233.33333333333334
Dar es Salaam,Ilala,Msongola,Mtaa Wa Yangeyange,338.75
Dar es Salaam,Ilala,Msongola,Mtaa Yangeyange,450.5
Dar es Salaam,Ilala,Pugu,Mtaa Wa Bombani,216.66666666666666
Dar es Salaam,Ilala,Pugu,Mtaa Wa Kichangani,132.35294117647058
Dar es Salaam,Ilala,Pugu,Mtaa Wa Kigogo Fresh,202.625
Dar es Salaam,Ilala,Pugu,Mtaa Wa Kinyamwezi,124.55555555555556
Dar es Salaam,Ilala,Pugu,Mtaa Wa Kivule,525.0
Dar es Salaam,Ilala,Pugu,Mtaa Wa Pugu Bangulo,380.0
Dar es Salaam,Ilala,Pugu,Mtaa Wa Pugu Station,234.16666666666666
Dar es Salaam,Kinondoni,Bunju,Basihaya,4520.0
Dar es Salaam,Kinondoni,Bunju,Jakaya,113.0
Dar es Salaam,Kinondoni,Bunju,Kikwete Vision,138.0
Dar es Salaam,Kinondoni,Bunju,Mabwepande,2162.75
Dar es Salaam,Kinondoni,Bunju,Nape,137.0
Dar es Salaam,Kinondoni,Bunju,New City,157.25
Dar es Salaam,Kinondoni,Bunju,Ridhione,140.0
Dar es Salaam,Kinondoni,Goba,Azimio,2569.0
Dar es Salaam,Kinondoni,Goba,Goba,488.73333333333335
Dar es Salaam,Kinondoni,Goba,Kinzudi,233.63636363636363
Dar es Salaam,Kinondoni,Goba,Matosa,368.0
Dar es Salaam,Kinondoni,Kibamba,Kibwegere,2806.5
Dar es Salaam,Kinondoni,Kibamba,Kwembe,294.42857142857144
Dar es Salaam,Kinondoni,Kunduchi,Kilimahewa,324.85714285714283
Dar es Salaam,Kinondoni,Kunduchi,Kisanga 'A',3143.5
Dar es Salaam,Kinondoni,Kunduchi,Kisanga A',2954.0
Dar es Salaam,Kinondoni,Kunduchi,Kisauke,288.0
Dar es Salaam,Kinondoni,Kunduchi,Madala Kati,468.25
