region,lga,ward,subvillage,gps_height_imputed_subvillage
Arusha,Longido,Ketumbeine,Alairataat,1670.3333333333333
Arusha,Longido,Ketumbeine,Engusero,990.0
Arusha,Longido,Ketumbeine,Ing'Oswani,1607.0
Arusha,Longido,Ketumbeine,Inginye,1959.3333333333333
Arusha,Longido,Ketumbeine,Ingutot,1061.0
Arusha,Longido,Ketumbeine,King'Una,2028.25
Arusha,Longido,Ketumbeine,Larikaria,2192.0
Arusha,Longido,Ketumbeine,Larkaria,2134.25
Arusha,Longido,Ketumbeine,Lepoloseki,1202.111111111111
Arusha,Longido,Ketumbeine,Loolturot,2145.0
Arusha,Longido,Ketumbeine,Losinoni,2022.0
Arusha,Longido,Ketumbeine,Madukani,1171.1
Arusha,Longido,Ketumbeine,Mangula,1168.142857142857
Arusha,Longido,Ketumbeine,Mooton,1867.4
Arusha,Longido,Ketumbeine,Naamalasi,943.0
Arusha,Longido,Ketumbeine,Ndaleta,1928.5
Arusha,Longido,Ketumbeine,Olchoronyokye,2141.25
Arusha,Longido,Ketumbeine,Ormanie,1092.0
Arusha,Longido,Longido,Embalwa,1403.0
Arusha,Longido,Longido,Loosikito,1288.0
Arusha,Longido,Longido,Madukani,1347.375
Arusha,Longido,Longido,Mlimani,1352.0
Arusha,Longido,Longido,Oldorko,1361.6666666666667
Arusha,Longido,Longido,Oltinga,1301.0
Arusha,Longido,Longido,Orbomba,1373.5
Arusha,Longido,Longido,Osinyai,1388.75
Arusha,Longido,Longido,Shuleni,1377.5
Arusha,Longido,Matare,Alakirikir,1613.0
Arusha,Longido,Matare,Emututoto,1259.0
Arusha,Longido,Matare,Engutoto,1648.5
Arusha,Longido,Namanga,Ascarida,1315.0
Arusha,Longido,Namanga,Buguruni,1318.6666666666667
Arusha,Longido,Namanga,Ewerendeke,1302.0
Arusha,Longido,Namanga,Eworendeke,1341.5555555555557
Arusha,Longido,Namanga,Kisongo,1336.1666666666667
Arusha,Longido,Namanga,Lesoiti,1273.0
Arusha,Longido,Namanga,Loloboni,1394.0
Arusha,Longido,Namanga,Loloiboni,1377.6
Arusha,Longido,Namanga,Matani,1241.0
Arusha,Longido,Namanga,Matene,1300.0
Arusha,Longido,Namanga,Matiani,1241.7142857142858
Arusha,Longido,Namanga,Mtaawasaba,1318.6666666666667
Arusha,Longido,Namanga,Ndepesi,1340.75
Arusha,Longido,Namanga,Ndeves,1320.0
Arusha,Longido,Namanga,Ndila,1377.0
Arusha,Longido,Namanga,Ngepesi,1356.0
Arusha,Longido,Namanga,Nyandila,1396.0
Arusha,Longido,Namanga,Scarida,1402.3333333333333
Arusha,Longido,Olmolog,Elerai,1524.0
Arusha,Longido,Olmolog,Elwahi,1630.0
Arusha,Longido,Olmolog,Erangau,1733.0
Arusha,Longido,Olmolog,Imisigiyo,1605.6666666666667
Arusha,Longido,Olmolog,Imurutot,1837.6666666666667
Arusha,Longido,Olmolog,Katani,1655.3333333333333
Arusha,Longido,Olmolog,Kati,1674.75
Arusha,Longido,Olmolog,Kijiweni,1748.5
Arusha,Longido,Olmolog,Lepayoni,1803.3333333333333
Arusha,Longido,Olmolog,Lepolosi,1498.3333333333333
Arusha,Longido,Olmolog,Lerang'Wa,1633.8
Arusha,Longido,Olmolog,Madukani,1665.5
Arusha,Longido,Olmolog,Mkao,1617.25
Arusha,Longido,Olmolog,Mkulima,1685.5
Arusha,Longido,Olmolog,Mlimani Park,1812.0
Arusha,Longido,Olmolog,Mshaloni,1702.6666666666667
Arusha,Longido,Olmolog,Nagilongos,1889.0
Arusha,Longido,Olmolog,Rikokola,1597.75
Arusha,Longido,Olmolog,Sangarini,1906.5
Arusha,Longido,Tingatinga,Embong'Iti,1180.5
Arusha,Longido,Tingatinga,Ildoinyio,1135.5
Arusha,Longido,Tingatinga,Leremeta,1131.5
Arusha,Longido,Tingatinga,Madukani,1194.5555555555557
Arusha,Longido,Tingatinga,Nambamoja,1208.5
Arusha,Longido,Tingatinga,Orro,1197.5
Arusha,Meru,Akheri,Ifuriny,1447.3333333333333
Arusha,Meru,Akheri,Makisoro,1256.0
Arusha,Meru,Akheri,Manyile,1319.5
Arusha,Meru,Akheri,Maring'A,1441.0
Arusha,Meru,Akheri,Mavinuni,1349.3333333333333
Arusha,Meru,Akheri,Muraiweni,1370.3333333333333
Arusha,Meru,Akheri,Nguruma Kati,1335.0
Arusha,Meru,Akheri,Nkomalai,1480.5714285714287
Arusha,Meru,Akheri,Patandi,1313.888888888889
Arusha,Meru,Akheri,Patendi,1309.0
Arusha,Meru,Akheri,Tengeru,1307.8333333333333
Arusha,Meru,Kikatiti,Chemchem,1254.6666666666667
Arusha,Meru,Kikatiti,Kambi Ya Mkaa,1050.5833333333333
Arusha,Meru,Kikatiti,Kati,1294.3
Arusha,Meru,Kikatiti,Mjini,1091.7857142857142
Arusha,Meru,Kikatiti,Mlimani,1151.157894736842
Arusha,Meru,Kikatiti,Mlimini,1192.0
Arusha,Meru,Kikatiti,Ndrumanga,1133.0
Arusha,Meru,Kikatiti,Ndrumangeni,1096.2
Arusha,Meru,Kikatiti,Ngosabaya,1320.0
Arusha,Meru,Kikatiti,Nkwamangasha,1045.0
Arusha,Meru,Kikatiti,Nkwasabaya,1233.0
Arusha,Meru,Kikatiti,Okononoi,1065.0
Arusha,Meru,Kikatiti,Olkononoi,1131.2666666666667
Arusha,Meru,Kikatiti,Surumala,1135.625
Arusha,Meru,Kikatiti,Surumali,1127.0
Arusha,Meru,Kikatiti,Ulkononoi,1226.0
Arusha,Meru,Kikatiti,Ulkusare,1328.8076923076924
Arusha,Meru,Kikwe,Bondeni,981.0
Arusha,Meru,Kikwe,Daire,1030.0
Arusha,Meru,Kikwe,Huduma,1086.5
Arusha,Meru,Kikwe,Maziwa,1008.0
Arusha,Meru,Kikwe,Miembeni,939.0
Arusha,Meru,Kikwe,Mtoni,981.0
Arusha,Meru,Kikwe,Njoro,1199.5
Arusha,Meru,King'ori,Christmas,974.0
Arusha,Meru,King'ori,Hospital,1030.75
Arusha,Meru,King'ori,Kolila,982.6666666666666
Arusha,Meru,King'ori,Kwa Kirenga,1170.0
Arusha,Meru,King'ori,Kwa Masika,1097.0
Arusha,Meru,King'ori,Kwa Philipo,1220.75
Arusha,Meru,King'ori,Kwa Tulele,1190.3333333333333
Arusha,Meru,King'ori,Madukani,1166.6666666666667
Arusha,Meru,King'ori,Malula Mjini,937.0
Arusha,Meru,King'ori,Mangashini,1062.0
Arusha,Meru,King'ori,Manyata,1072.0
Arusha,Meru,King'ori,Manyati,1088.0
Arusha,Meru,King'ori,Mareu Kati,1188.8333333333333
Arusha,Meru,King'ori,Ndrumangeni,952.5555555555555
Arusha,Meru,King'ori,Ngejisosia Kati,1101.8
Arusha,Meru,King'ori,Ntuwe,1179.3333333333333
Arusha,Meru,King'ori,Rc,1071.0
Arusha,Meru,King'ori,Relini,931.0
Arusha,Meru,King'ori,Urisho,1209.5
Arusha,Meru,Leguruki,Bwawani,1461.4166666666667
Arusha,Meru,Leguruki,Center,1379.4285714285713
Arusha,Meru,Leguruki,Iting'Are,1348.0
Arusha,Meru,Leguruki,Kaveshi,1313.857142857143
Arusha,Meru,Leguruki,Lolera,1441.0
Arusha,Meru,Leguruki,Loseiya,1369.6666666666667
Arusha,Meru,Leguruki,Maangalio,1452.111111111111
Arusha,Meru,Leguruki,Madukani,1368.0
Arusha,Meru,Leguruki,Makivaru,1251.0
Arusha,Meru,Leguruki,Makiwaru,1257.6666666666667
Arusha,Meru,Leguruki,Mbaaseny,1338.0
Arusha,Meru,Leguruki,Mlombeni,1326.0
Arusha,Meru,Leguruki,Noseiya,1394.3333333333333
Arusha,Meru,Leguruki,Senato,1546.0
Arusha,Meru,Leguruki,Seneto,1544.5
Arusha,Meru,Leguruki,Shishitony,1352.0
Arusha,Meru,Leguruki,Sinai,1493.0
Arusha,Meru,Leguruki,Skuta,1430.0
Arusha,Meru,Leguruki,Songambele,1355.6666666666667
Arusha,Meru,Maji ya Chai,Arauyo,1372.5714285714287
Arusha,Meru,Maji ya Chai,Arudeko,1161.2727272727273
Arusha,Meru,Maji ya Chai,Bondeni,1209.875
Arusha,Meru,Maji ya Chai,Chemchem,1210.0
Arusha,Meru,Maji ya Chai,K/Center,1231.5
Arusha,Meru,Maji ya Chai,Kanisani,1234.5
Arusha,Meru,Maji ya Chai,Kati,1295.0
Arusha,Meru,Maji ya Chai,Kimandafu,1182.7777777777778
Arusha,Meru,Maji ya Chai,Kiwawa,1219.5
Arusha,Meru,Maji ya Chai,Lerai,1225.0
Arusha,Meru,Maji ya Chai,Lerai Kati,1233.5
Arusha,Meru,Maji ya Chai,Maji Ya Chai,1197.0
Arusha,Meru,Maji ya Chai,Maji Ya Chai Kati,1213.4
Arusha,Meru,Maji ya Chai,Mamuna,1363.1666666666667
Arusha,Meru,Maji ya Chai,Masale,1167.0
Arusha,Meru,Maji ya Chai,Mburyashi,1296.0
Arusha,Meru,Maji ya Chai,Msamanene,1322.0
Arusha,Meru,Maji ya Chai,Msamaneni,1320.0
Arusha,Meru,Maji ya Chai,Mseseweni,1300.0
Arusha,Meru,Maji ya Chai,Mtoni,1302.5
Arusha,Meru,Maji ya Chai,Napoko,1309.7142857142858
Arusha,Meru,Maji ya Chai,Napopo,1290.0
Arusha,Meru,Maji ya Chai,Ngorika,1275.0
Arusha,Meru,Maji ya Chai,Nguryashi,1330.0
Arusha,Meru,Maji ya Chai,Nguuni,1147.0
Arusha,Meru,Maji ya Chai,Shuleni,1268.9411764705883
Arusha,Meru,Maji ya Chai,Sokoni,1171.6153846153845
Arusha,Meru,Maji ya Chai,Tanesco,1124.6923076923076
Arusha,Meru,Maji ya Chai,Tangini,1270.3333333333333
Arusha,Meru,Makiba,Huduma,934.0
Arusha,Meru,Makiba,Korona,912.5
Arusha,Meru,Makiba,Mabatini,915.5
Arusha,Meru,Makiba,Songambele,913.0
Arusha,Meru,Maroroni,Bondeni,961.5
Arusha,Meru,Maroroni,Kati,1017.6
Arusha,Meru,Maroroni,Kilima Moja,1031.0
Arusha,Meru,Maroroni,Nazareti,979.75
Arusha,Meru,Maroroni,Tanesco,1051.0
Arusha,Meru,Maroroni,Zaire,985.3333333333334
Arusha,Meru,Mbuguni,Chini,915.0
Arusha,Meru,Mbuguni,Dipu,925.5
Arusha,Meru,Mbuguni,Huduma,935.0
Arusha,Meru,Mbuguni,Kambi Ya Tanga Juu,918.0
Arusha,Meru,Mbuguni,Kanisani,910.0
Arusha,Meru,Mbuguni,Kati,930.3333333333334
Arusha,Meru,Mbuguni,Kazamoyo,922.0
Arusha,Meru,Mbuguni,Komoro,905.0
Arusha,Meru,Mbuguni,Madukani,930.0
Arusha,Meru,Mbuguni,Mtoni,901.0
Arusha,Meru,Mbuguni,Shambarai Kati,930.0
Arusha,Meru,Mbuguni,Shuleni,915.0
Arusha,Meru,Ngarenanyuki,Ilkirumuni,1453.5454545454545
Arusha,Meru,Ngarenanyuki,Iyani,1440.8461538461538
Arusha,Meru,Ngarenanyuki,Jangwale,1944.0
Arusha,Meru,Ngarenanyuki,Karafia,1767.75
Arusha,Meru,Ngarenanyuki,Kimosonu,1400.9411764705883
Arusha,Meru,Ngarenanyuki,Kireeni,1442.4285714285713
Arusha,Meru,Ngarenanyuki,Kwalock,1421.142857142857
Arusha,Meru,Ngarenanyuki,Kyamakata,1419.8333333333333
Arusha,Meru,Ngarenanyuki,Lendoiya,1509.5
Arusha,Meru,Ngarenanyuki,Lengare,1604.857142857143
Arusha,Meru,Ngarenanyuki,Luwai,1854.8333333333333
Arusha,Meru,Ngarenanyuki,Madukani,1296.6666666666667
Arusha,Meru,Ngarenanyuki,Mkuru,1534.090909090909
Arusha,Meru,Ngarenanyuki,Momela,1519.3846153846155
Arusha,Meru,Ngarenanyuki,Mwakeni,1460.5
Arusha,Meru,Ngarenanyuki,Nkuuny,1471.3333333333333
Arusha,Meru,Ngarenanyuki,Oldeves,1295.6666666666667
Arusha,Meru,Ngarenanyuki,Olkung'Wado,1447.2222222222222
Arusha,Meru,Ngarenanyuki,Olkungw'Ado,1445.4
Arusha,Meru,Ngarenanyuki,Tanki,1304.0
Arusha,Meru,Ngarenanyuki,Tenki,1302.4
Arusha,Meru,Ngarenanyuki,Uzunguni,1588.6363636363637
Arusha,Meru,Ngarenanyuki,Zahanati,2158.0
Arusha,Meru,Nkoanrua,Ambureni,1412.25
Arusha,Meru,Nkoanrua,Moivaro,1285.9285714285713
Arusha,Meru,Nkoanrua,Nnkoavele,1653.0
Arusha,Meru,Nkoaranga,Huduma,1235.25
Arusha,Meru,Nkoaranga,Kirima,1310.0
Arusha,Meru,Nkoaranga,Nkoakirua,1301.7272727272727
Arusha,Meru,Nkoaranga,Nkoanekoli,1307.375
Arusha,Meru,Nkoaranga,Nkoangiroyi,1326.6666666666667
Arusha,Meru,Nkoaranga,Nkure,1403.7777777777778
Arusha,Meru,Nkoaranga,Nkwasakiri,1300.0
Arusha,Meru,Nkoaranga,Teena,1247.0
Arusha,Meru,Nkoaranga,Uzunguni,1291.0
Arusha,Meru,Nkoarisambu,Damu,1415.0
Arusha,Meru,Nkoarisambu,Kimundo,1427.6666666666667
Arusha,Meru,Nkoarisambu,Mfulony,1565.0
Arusha,Meru,Nkoarisambu,Ndoombo Kati,1598.0
Arusha,Meru,Nkoarisambu,Ndoombo Mlimani,1702.0
Arusha,Meru,Nkoarisambu,Shimbumbu,1452.0
Arusha,Meru,Poli,Kalalanic,1190.0
Arusha,Meru,Poli,Kereshu,1521.1666666666667
Arusha,Meru,Poli,Kilalanic,1198.2857142857142
Arusha,Meru,Poli,Mula,1344.5
Arusha,Meru,Poli,Njoro,1311.5
Arusha,Meru,Poli,Nkura,1281.0
Arusha,Meru,Poli,Ntuwe,1324.75
Arusha,Meru,Poli,Poli Kati,1445.0
Arusha,Meru,Poli,Rumale,1503.5
Arusha,Meru,Singisi,Kyaraa,1322.0
Arusha,Meru,Singisi,Maring'A,1302.6666666666667
Arusha,Meru,Singisi,Mavinuni,1303.1666666666667
Arusha,Meru,Singisi,Seela Kati,1521.2
Arusha,Meru,Singisi,Stoni,1282.3333333333333
Arusha,Meru,Songoro,Bondeni,1558.2
Arusha,Meru,Songoro,Kimandolu,1528.5
Arusha,Meru,Songoro,Kisiwani,1604.0
Arusha,Meru,Songoro,Kombo,1619.0
Arusha,Meru,Songoro,Kyuta,1669.2857142857142
Arusha,Meru,Songoro,Manguva,1660.0
Arusha,Meru,Songoro,Manguwa,1654.0
Arusha,Meru,Songoro,Mbolele,1738.0
Arusha,Meru,Songoro,Metto,1475.3333333333333
Arusha,Meru,Songoro,Mwaseny,1590.0
Arusha,Meru,Songoro,Nkoanasari,1580.0
Arusha,Meru,Songoro,Nkoatila,1513.3333333333333
Arusha,Meru,Songoro,Nkoatilya,1510.6666666666667
Arusha,Meru,Songoro,Nkuanasari,1576.6666666666667
Arusha,Meru,Songoro,Nkuaroiya,1674.0
Arusha,Meru,Songoro,Nkuasakuya,1638.0
Arusha,Meru,Songoro,Nkuatilya,1577.5
Arusha,Meru,Songoro,Nkwerari,1638.5
Arusha,Meru,Songoro,Nshing'A,1681.5
Arusha,Meru,Songoro,Orwatela,1683.0
Arusha,Meru,Songoro,Shara,1567.0
Arusha,Meru,Songoro,Ushili,1630.0
Arusha,Meru,USA River,Chemchem,1154.0
Arusha,Meru,USA River,Kisambare,1150.6666666666667
Arusha,Meru,USA River,Leganga,1180.2222222222222
Arusha,Meru,USA River,Magadini,1137.8
Arusha,Meru,USA River,Magadirisho,1177.7777777777778
Arusha,Meru,USA River,Ngarasero,1155.25
Arusha,Meru,USA River,Siyoni,1114.0
Arusha,Monduli,Engaruka,Hyhh,814.0
Arusha,Monduli,Engaruka,Madukani,861.0
Arusha,Monduli,Engaruka,Mkaoo,840.0
Arusha,Monduli,Engaruka,Mula,922.0
Arusha,Monduli,Engaruka,Mwembeni,911.0
Arusha,Monduli,Engutoto,Lengeni,1559.0
Arusha,Monduli,Engutoto,Lengine,1585.0
Arusha,Monduli,Engutoto,Lesala,1620.0
Arusha,Monduli,Engutoto,Lositeti,1510.0
Arusha,Monduli,Engutoto,Orkaria,1538.0
Arusha,Monduli,Esilalei,Baraka,976.0
Arusha,Monduli,Esilalei,Chemchem,981.0
Arusha,Monduli,Esilalei,Esmiti,1043.0
Arusha,Monduli,Esilalei,Jangwani,954.8
Arusha,Monduli,Esilalei,Kambi Ya Mkaa,960.0
Arusha,Monduli,Esilalei,Kigongoni,969.3333333333334
Arusha,Monduli,Esilalei,Kirurumo,969.0
Arusha,Monduli,Esilalei,Kisutu,966.0
Arusha,Monduli,Esilalei,Korea,967.0
Arusha,Monduli,Esilalei,Latimi,1003.0
Arusha,Monduli,Esilalei,Losirwa,991.5714285714286
Arusha,Monduli,Esilalei,Magomeni,957.6666666666666
Arusha,Monduli,Esilalei,Majengo A,970.3333333333334
Arusha,Monduli,Esilalei,Majengo B,969.0
Arusha,Monduli,Esilalei,Majengo C,963.75
Arusha,Monduli,Esilalei,Majengo D,980.0
Arusha,Monduli,Esilalei,Migombani Chini,960.0
Arusha,Monduli,Esilalei,Migombani Juu,1034.0
Arusha,Monduli,Esilalei,Migombani Kati,970.0
Arusha,Monduli,Esilalei,Migungani A,964.5
Arusha,Monduli,Esilalei,Mlimani Park,983.6666666666666
Arusha,Monduli,Esilalei,Mungere,985.5
Arusha,Monduli,Esilalei,Oltukay,968.2
Arusha,Monduli,Esilalei,Shuleni,1005.0
Arusha,Monduli,Lolkisale,Chemchem,1129.5
Arusha,Monduli,Lolkisale,Irkisale,1472.0
Arusha,Monduli,Lolkisale,Lolkisale A,1480.0
Arusha,Monduli,Lolkisale,Lolkisale B,1487.0
Arusha,Monduli,Lolkisale,Olorisyo,1366.5
Arusha,Monduli,Lolkisale,Shuleni,1436.6666666666667
Arusha,Monduli,Makuyuni,Engasiti,987.0
Arusha,Monduli,Makuyuni,Kanisani,988.0
Arusha,Monduli,Makuyuni,Lemioni,1051.5
Arusha,Monduli,Makuyuni,Makuyuni,1061.5714285714287
Arusha,Monduli,Makuyuni,Mswakini Kati,1028.0
Arusha,Monduli,Makuyuni,Naiti,1208.0
Arusha,Monduli,Makuyuni,Njaro,1361.3333333333333
Arusha,Monduli,Makuyuni,Orbukoi,1093.75
Arusha,Monduli,Makuyuni,Ormang'Wai,1101.0
Arusha,Monduli,Makuyuni,Randiren,1101.0
Arusha,Monduli,Makuyuni,Shimamo,1053.0
Arusha,Monduli,Makuyuni,Shuleni,1015.5
Arusha,Monduli,Makuyuni,Zaburi,1038.4
Arusha,Monduli,Moita,Kitosokoine,1167.0
Arusha,Monduli,Moita,Orkolili,1209.0
Arusha,Monduli,Moita,Orpuruwa,1289.6666666666667
Arusha,Monduli,Monduli Juu,Alasai,1795.0
Arusha,Monduli,Monduli Juu,Emurua,1113.0
Arusha,Monduli,Monduli Juu,Imbopong,1149.0
Arusha,Monduli,Monduli Juu,Larmaroro,1942.4
Arusha,Monduli,Monduli Juu,Nengloriti,1915.0
Arusha,Monduli,Monduli Juu,Puslukunya,1209.0
Arusha,Monduli,Selela,Bomba,1066.6666666666667
Arusha,Monduli,Selela,Orkolkolu,980.0
Arusha,Monduli,Selela,Shuleni,1039.8333333333333
Arusha,Monduli,Sepeko,Arkaria,1462.8
Arusha,Monduli,Sepeko,Duka Bovu,1301.2
Arusha,Monduli,Sepeko,Dukambili,1295.5
Arusha,Monduli,Sepeko,Emogoro,1421.0
Arusha,Monduli,Sepeko,Emugurunanyoki,1437.0
Arusha,Monduli,Sepeko,Engigiri,1373.0
Arusha,Monduli,Sepeko,Engloriti,1289.0
Arusha,Monduli,Sepeko,Losingirani,1326.0
Arusha,Monduli,Sepeko,Mguu Wa Zuberi,1489.0
Arusha,Monduli,Sepeko,Mousuyani,1345.0
Arusha,Monduli,Sepeko,Mti Mmoja,1427.0
Arusha,Monduli,Sepeko,Musa,1274.0
Arusha,Monduli,Sepeko,Nadoosoito,1332.0
Arusha,Monduli,Sepeko,Nanja,1423.75
Arusha,Monduli,Sepeko,Nardoosoito,1322.0
Arusha,Monduli,Sepeko,Ngokumeni,1242.0
Arusha,Monduli,Sepeko,Nosikito,1502.0
Arusha,Monduli,Sepeko,Sepeko,1319.0
Arusha,Ngorongoro,Arash,Arashi,1905.3333333333333
Arusha,Ngorongoro,Arash,Emarti,2014.0
Arusha,Ngorongoro,Arash,Maloon,1823.5
Arusha,Ngorongoro,Arash,Marti,2016.0
Arusha,Ngorongoro,Arash,Mbukeni,1860.4
Arusha,Ngorongoro,Digodigo,Ahara,1359.0
Arusha,Ngorongoro,Digodigo,Digodigo Mjini,1296.0
Arusha,Ngorongoro,Digodigo,Kijijini,1262.6666666666667
Arusha,Ngorongoro,Digodigo,Kirangi,1266.5
Arusha,Ngorongoro,Digodigo,Mgholo,1294.6
Arusha,Ngorongoro,Digodigo,Mijuti,1340.0
Arusha,Ngorongoro,Digodigo,Samunge,1339.0
Arusha,Ngorongoro,Digodigo,Sasanwe,1347.0
Arusha,Ngorongoro,Endulen,Embaruway,1685.7142857142858
Arusha,Ngorongoro,Endulen,Indiani,1962.0
Arusha,Ngorongoro,Endulen,Madukani,1851.6666666666667
Arusha,Ngorongoro,Endulen,Mushorijogu,1087.0
Arusha,Ngorongoro,Endulen,Mushrijog,1073.0
Arusha,Ngorongoro,Endulen,Olmot,1606.5
Arusha,Ngorongoro,Endulen,Olpiro Kati,1057.0
Arusha,Ngorongoro,Kakesio,Geriani,1608.0
Arusha,Ngorongoro,Kakesio,Madukani,1702.0
Arusha,Ngorongoro,Kakesio,Osinoni,1613.0
Arusha,Ngorongoro,Malambo,Kiseli,1790.0
Arusha,Ngorongoro,Malambo,Madukani,1283.9375
Arusha,Ngorongoro,Malambo,Manang,1140.6
Arusha,Ngorongoro,Nainokanoka,Aleilelai,2472.75
Arusha,Ngorongoro,Nainokanoka,Bulati,2566.5
Arusha,Ngorongoro,Nainokanoka,Endonyowas,2560.0
Arusha,Ngorongoro,Nainokanoka,Ikreepus,2401.0
Arusha,Ngorongoro,Nainokanoka,Irkeepus,2406.5
Arusha,Ngorongoro,Nainokanoka,Munge,2616.1428571428573
Arusha,Ngorongoro,Nainokanoka,Nakro,2291.0
Arusha,Ngorongoro,Nainokanoka,Oiganomelo,2576.0
Arusha,Ngorongoro,Nainokanoka,Oikanemelo,2585.0
Arusha,Ngorongoro,Nainokanoka,Sendui,2770.0
Arusha,Ngorongoro,Naiyobi,Engomei,2323.6666666666665
Arusha,Ngorongoro,Naiyobi,Masihi,2294.0
Arusha,Ngorongoro,Ngorongoro,Ilimuri,2491.0
Arusha,Ngorongoro,Ngorongoro,Ingutoto,2357.0
Arusha,Ngorongoro,Ngorongoro,Kaepu,2450.0
Arusha,Ngorongoro,Ngorongoro,Madukani,2523.0
Arusha,Ngorongoro,Ngorongoro,Malanja,2165.0
Arusha,Ngorongoro,Ngorongoro,Misigyo,2309.5
Arusha,Ngorongoro,Ngorongoro,Moklani,2509.0
Arusha,Ngorongoro,Ngorongoro,Sumbati,2304.0
Arusha,Ngorongoro,Olbalbal,Enguruman,1324.0
Arusha,Ngorongoro,Olbalbal,Loomunyi,2046.0
Arusha,Ngorongoro,Olbalbal,Meshili,1345.0
Arusha,Ngorongoro,Olbalbal,Ngoile,1349.0
Arusha,Ngorongoro,Olbalbal,Oonjorai,1584.0
Arusha,Ngorongoro,Olbalbal,Oonjurai,1577.0
Arusha,Ngorongoro,Oldonyo Sambu,Jema,1197.0
Arusha,Ngorongoro,Olgosorok,Bwawani,2152.5
Arusha,Ngorongoro,Olgosorok,Enguserosambu,2233.5
Arusha,Ngorongoro,Olgosorok,Kaskazini,2184.0
Arusha,Ngorongoro,Olgosorok,Loliondo,2161.0
Arusha,Ngorongoro,Olgosorok,Magharibi,2164.5
Arusha,Ngorongoro,Olgosorok,Mbasha,1963.0
Arusha,Ngorongoro,Olgosorok,Mishiri,1953.0
Arusha,Ngorongoro,Olgosorok,Ngwarwa,2197.0
Arusha,Ngorongoro,Olgosorok,Oldonyowas,1950.0
Arusha,Ngorongoro,Olgosorok,Wasso,2057.9
Arusha,Ngorongoro,Pinyinyi,Engarasero,679.0
Arusha,Ngorongoro,Pinyinyi,Engaresero,695.0
Arusha,Ngorongoro,Pinyinyi,Moniki,624.8
Arusha,Ngorongoro,Pinyinyi,Pinyinyi,632.0
Arusha,Ngorongoro,Sale,Jamusi,1252.0
Arusha,Ngorongoro,Sale,Jamusi Ng'Ambo,1256.0
Arusha,Ngorongoro,Sale,Kirashi,1224.0
Arusha,Ngorongoro,Sale,Marongoroni,1237.0
Arusha,Ngorongoro,Sale,Sale,1244.5
Arusha,Ngorongoro,Soit Sambu,Kanisani,1912.0
Arusha,Ngorongoro,Soit Sambu,Loshuwash,1938.5
Arusha,Ngorongoro,Soit Sambu,Losuwashi,1941.0
Arusha,Ngorongoro,Soit Sambu,Mairowa,1909.0
Arusha,Ngorongoro,Soit Sambu,Mairowa B,1886.0
Arusha,Ngorongoro,Soit Sambu,Mondoros,2016.0
Arusha,Ngorongoro,Soit Sambu,Naidikidiko,2004.5
Arusha,Ngorongoro,Soit Sambu,Naidikodiko,1973.0
Arusha,Ngorongoro,Soit Sambu,Ngosusu,1884.0
Arusha,Ngorongoro,Soit Sambu,Njoroi,1988.0
Arusha,Ngorongoro,Soit Sambu,Oloipiri,1983.0
Arusha,Ngorongoro,Soit Sambu,Ololosokwan,1915.0
Arusha,Ngorongoro,Soit Sambu,Sero,1866.0
Arusha,Ngorongoro,Soit Sambu,Soitsambu,2013.0
Arusha,Ngorongoro,Soit Sambu,Sukenya,2044.0
Dar es Salaam,Ilala,Chanika,Mtaa Wa Kigezi,61.2
Dar es Salaam,Ilala,Chanika,Mtaa Wa Kimwani,74.0
Dar es Salaam,Ilala,Chanika,Mtaa Wa Lubakaya,70.83333333333333
Dar es Salaam,Ilala,Chanika,Mtaa Wa Lukooni,71.1
Dar es Salaam,Ilala,Chanika,Mtaa Wa Mgeule,66.16666666666667
Dar es Salaam,Ilala,Chanika,Mtaa Wa Nyeburu,67.72222222222223
Dar es Salaam,Ilala,Chanika,Mtaa Wa Nzasa,82.0
Dar es Salaam,Ilala,Chanika,Mtaa Wa Tungini,77.76923076923077
Dar es Salaam,Ilala,Chanika,Mtaa Wa Vikongolo,80.0
Dar es Salaam,Ilala,Chanika,Mtaa Wa Vikongoro,69.14893617021276
Dar es Salaam,Ilala,Chanika,Mtaa Wa Yongwe,48.266666666666666
Dar es Salaam,Ilala,Chanika,Mtaa Wa Zavala,60.0
Dar es Salaam,Ilala,Chanika,Mtaa Wa Zingiziwa,54.5
Dar es Salaam,Ilala,Kinyerezi,Mtaa Wa Bonyokwa,76.75
Dar es Salaam,Ilala,Kinyerezi,Mtaa Wa Kifuru,86.5
Dar es Salaam,Ilala,Kinyerezi,Mtaa Wa Kinyerezi,53.54545454545455
Dar es Salaam,Ilala,Kitunda,Mtaa Wa Kichangani,44.25
Dar es Salaam,Ilala,Kitunda,Mtaa Wa Kipunguni B,29.542857142857144
Dar es Salaam,Ilala,Kitunda,Mtaa Wa Kitunda Kati,14.231707317073171
Dar es Salaam,Ilala,Kitunda,Mtaa Wa Kivule,12.625
Dar es Salaam,Ilala,Kitunda,Mtaa Wa Mji Mpya,24.8
Dar es Salaam,Ilala,Kitunda,Mtaa Wa Mzinga,13.653846153846153
Dar es Salaam,Ilala,Msongola,Mbondole,57.5
Dar es Salaam,Ilala,Msongola,Mtaa Wa Kitonga,42.666666666666664
Dar es Salaam,Ilala,Msongola,Mtaa Wa Kivule,15.76
Dar es Salaam,Ilala,Msongola,Mtaa Wa Mbondole,38.2
